"Geneid","LC_C2","LC_C3","LC_C5","LC_C7","LC_C9","LC_S1","LC_S2","LC_S3","LC_S4","LC_S5"
752,2338,1422,1868,2310,3331,1684,1665,1148,2117,1303
753,797,558,664,779,788,756,1050,189,565,1046
754,7497,6752,6445,8087,8856,4754,6768,6367,10045,5546
755,634,656,576,567,648,397,462,160,378,607
757,13,12,8,102,6,3,8,60,17,9
758,3,2,0,1,0,0,2,0,0,0
759,4,15,1,15,2,1,2,0,3,8
760,2665,1351,886,126,1786,84,221,130,234,772
761,216,487,172,725,217,55,543,5,29,242
762,1404,638,445,105,1395,3,3,12,3,27
763,0,0,0,2,0,0,0,2,0,0
765,2,0,1,0,0,0,1,0,1,1
766,0,1,3,0,2,1,3,0,0,1
767,117,141,147,66,67,133,127,564,19,75
768,1,6,1,3,7,7,260,10,467,12
770,175,247,111,158,147,81,160,127,93,95
771,483,189,639,134,505,679,89,151,5654,564
773,18,49,43,25,7,26,43,21,9,8
774,0,6,3,4,5,0,5,0,0,20
775,697,468,460,631,680,976,856,198,201,427
776,898,1028,692,94,1181,221,455,125,176,629
777,3,2,1,9,37,64,8,9,4,4
778,86,81,69,23,53,44,176,25,13,228
779,41,13,4,1,6,3,3,0,1,1
780,1,0,1,0,0,0,0,1,3,1
781,496,468,369,425,421,628,338,175,254,252
782,405,478,591,166,449,414,1005,279,550,830
783,115,169,152,137,153,273,181,201,62,131
784,292,415,475,212,330,239,798,1189,712,299
785,686,507,232,77,381,163,163,572,19,1181
786,1,8,2,1,0,0,3,2,0,0
788,460,384,438,285,533,325,304,189,404,306
790,986,745,698,510,797,1374,1760,2547,2169,1436
793,6,13,3,1,13,12,19,11,3,8
794,54,42,28,34,40,13,31,7,15,32
795,0,0,0,0,2,0,1,1,0,0
796,1,1,28,6,66,1,5,118,0,6
797,0,0,0,1,2,1,1,0,4,1
799,7,22,9,6,16,3,11,1264,10,10
800,8923,5519,5671,12413,6742,11357,8167,7565,7210,3947
801,13686,13054,10816,6836,14036,6211,8363,7748,9115,7574
805,10518,11611,9354,6967,14085,5774,8398,16612,11668,10601
808,4180,3665,3105,7494,4262,2581,3845,6373,6197,4261
810,0,0,1,0,0,0,2,1,0,0
811,10444,7556,8716,7499,12418,13581,14088,13238,37243,15620
813,3855,2487,2881,4476,4332,5295,4443,4054,13093,4326
814,54,35,27,19,43,43,65,31,19,46
815,65,140,87,13,51,51,40,9,11,16
816,15,2,11,31,7,4,53,23,3,62
817,1552,1537,1618,1045,1852,1419,1985,1652,1472,1895
818,1476,1454,1127,664,1253,976,1192,2996,1892,1241
819,880,749,691,927,835,596,831,802,716,639
820,27,22,63,165,112,6,8,1,2,5
821,16065,12249,10628,11373,16989,13617,15658,14273,19543,27762
822,5790,2407,3465,7287,5043,1550,3641,2935,7548,4174
823,2979,2972,2777,2276,3182,1837,4773,11233,7146,3357
824,13362,13377,12635,5541,13755,5690,11016,11887,13906,9165
825,1818,1503,1301,748,1488,945,1656,159,392,2119
826,5493,5231,4312,6476,6078,2410,3921,5637,7234,3922
827,41,9,12,1,7,120,176,2,39,5
828,361,3884,2330,219,287,418,839,1455,1135,746
829,4273,2760,3206,2623,5271,3549,3421,7609,7294,3606
830,4439,3448,3415,2672,5516,1941,2233,2449,6280,2917
831,8795,7197,6680,5818,7954,3276,5153,3086,10795,5470
832,4324,3683,3269,5285,4919,3684,3963,3042,6445,3952
833,35,52,0,52,1,1,4,11,5,3
834,1938,1265,1280,453,2245,908,1174,203,1341,1051
835,1001,867,689,481,892,957,874,1164,1863,866
836,810,544,602,710,759,910,1049,1079,1324,710
837,1619,1304,1324,1305,2441,1361,1706,902,2648,1256
838,135,34,37,8,128,70,7,12,46,18
839,325,353,284,183,342,253,428,863,785,336
840,1090,1187,901,411,1431,701,882,933,1200,1398
841,1341,974,1218,628,1434,1067,1458,1265,1748,1317
842,352,416,424,478,610,242,409,260,322,427
843,1441,909,1023,691,1408,1188,1725,1083,831,981
844,17,5,22,16,18,16,32,11,11,14
845,61,59,114,430,61,71,209,32,13,90
846,8,4,3,3,2,0,10,0,6,39
847,5914,5877,5897,1902,4622,2698,1825,1426,2189,3217
857,28582,39794,26046,13143,30001,1487,3105,702,2712,1646
858,9382,11712,8024,2546,8042,756,1282,1155,3582,1248
859,19,27,11,2,12,0,3,0,3,7
860,297,169,211,233,367,496,661,256,335,386
861,3289,2204,2843,1972,3327,3092,3632,3361,4267,3507
862,676,608,485,390,235,569,474,88,114,286
863,557,496,343,357,548,246,330,48,131,114
864,930,482,445,1042,1446,599,766,110,341,221
865,1474,1115,1083,1057,1404,1172,1257,1747,1883,1758
866,0,0,0,0,0,0,0,0,0,0
867,2699,1761,1666,1138,1800,1279,1460,968,2014,1165
868,1278,993,993,3073,1608,1198,1642,1276,879,891
869,3,6,0,9,4,55,6,2,0,1
871,1959,1458,2115,2267,2507,5647,3548,3851,11084,3266
873,729,812,642,357,765,548,761,1810,1343,1257
874,52,74,98,171,67,53,89,206,208,107
875,181,78,22,22,129,39,8,29,140,37
881,23,8,18,7,8,9,0,2,2,0
883,101,127,107,78,102,97,202,71,201,88
885,15,22,16,3,20,0,2,0,0,6
886,0,0,0,0,0,1,1,32,0,3
887,0,0,2,0,2,0,4,0,1,0
889,1317,1403,983,541,989,1027,1123,1110,1631,1481
890,71,106,114,28,79,142,182,578,1429,142
891,74,99,91,38,119,125,239,1182,2774,213
892,1247,1037,1058,739,1439,1194,1112,1051,2178,1332
894,1622,1499,2143,1390,2523,2041,1661,403,556,696
896,3629,3388,2319,2872,3854,1134,2031,1852,2744,1297
898,29,16,19,20,41,55,83,155,430,69
899,99,131,84,44,136,123,164,440,831,324
900,2102,2275,1412,1975,1979,1556,1668,1526,1924,3218
901,1733,1814,1182,1418,1197,924,2172,2814,1272,1726
902,563,384,452,781,1288,373,417,514,623,698
904,1492,1279,1167,1264,1638,914,1415,1553,1127,1495
905,2527,2213,1721,693,1991,1645,2280,3475,1692,2432
908,2794,2480,2270,2113,3116,2790,3401,7095,9796,7452
909,128,21,8,11,27,26,52,49,1047,311
910,30,12,18,30,21,9,19,38,84,22
911,318,122,124,67,222,165,192,81,545,234
912,199,75,68,88,228,322,228,65,162,96
913,176,83,96,71,131,57,103,51,396,121
914,549,432,386,452,718,759,593,234,278,295
915,134,111,131,86,107,257,244,68,71,97
916,496,299,330,743,643,638,639,140,197,303
917,117,65,81,106,153,196,151,47,45,58
919,374,431,278,220,398,258,274,80,126,107
920,3026,2261,2339,4821,3825,3187,2778,1014,4091,4014
921,151,167,195,252,339,287,365,105,100,141
922,63,87,32,5,96,2,0,0,22,4
923,489,360,359,334,502,509,546,164,133,228
924,189,122,85,168,247,188,130,60,109,56
925,656,296,308,965,846,704,537,248,133,162
926,101,40,60,166,126,123,84,176,23,24
928,11182,9745,9400,6105,13600,1955,7003,3229,6233,8412
929,2075,978,1252,4085,2358,2192,1414,413,3289,3097
930,11,15,16,5,54,381,336,19,22,20
931,87,77,112,28,372,2289,2013,91,130,144
932,4,3,0,2,14,3,0,1,2,1
933,625,145,248,663,232,658,939,48,93,294
939,54,40,42,200,92,292,230,50,50,67
940,90,76,153,224,185,294,343,93,146,381
941,144,88,135,23,139,90,96,94,234,161
942,930,427,916,790,1383,527,477,154,957,727
943,36,64,32,27,57,68,26,19,21,18
944,324,141,168,658,616,239,229,48,249,270
945,511,213,246,319,372,128,144,56,429,225
946,274,143,176,60,150,69,139,24,37,97
947,3663,1312,2364,10437,2651,1305,3113,954,591,736
948,8244,8165,4530,3082,4076,1543,638,273,485,878
949,1134,318,932,1635,1151,535,679,937,1508,654
950,11164,10215,7795,6742,7839,4669,7236,15757,9967,11327
951,2313,967,1008,2819,2063,1159,1687,348,786,1260
952,100,189,341,139,601,480,372,42,78,94
953,3264,1447,1857,2031,2777,2849,3213,3105,1878,2158
954,13,14,14,43,24,24,33,80,183,17
955,1118,1236,1209,971,1471,735,2377,3375,2349,1581
956,233,228,185,17,242,175,528,256,263,525
957,654,530,413,389,599,448,624,982,640,1228
958,740,844,736,764,952,610,656,172,821,631
959,65,81,60,74,49,59,87,14,12,116
960,16079,11464,15289,9144,20301,5431,8865,3630,14137,13251
961,7885,9998,7249,1967,8784,3488,5114,7556,7511,4676
962,508,435,372,657,1122,854,900,111,289,533
963,4196,1958,2286,5782,5163,2515,2391,591,3031,2655
965,664,548,686,362,814,284,503,629,1031,530
966,13648,13114,12005,20520,20571,8807,10199,5218,22137,7172
967,10903,8977,9792,16509,13710,8319,11451,13009,12054,10217
968,14890,6031,8793,25499,12529,3645,5117,1796,6501,8396
969,1698,229,771,1072,900,249,249,78,334,967
970,5,2,4,7,11,7,20,6,1,1
971,45,54,65,104,178,222,191,34,168,239
972,84220,50967,60106,96460,91596,54916,52137,12981,94269,115657
973,88,46,58,794,293,1176,829,33,62,127
974,77,57,38,111,124,311,459,32,51,43
975,13062,12531,10346,15554,12264,6088,7232,6198,8222,9664
976,4511,3137,4098,3780,6952,1393,2742,981,2821,1395
977,5893,6349,5709,4031,7008,2573,4544,7164,9590,5360
978,88,19,11,158,179,29,135,18,1201,35
983,157,95,147,50,194,110,142,2033,1943,307
984,686,677,551,596,856,491,736,774,821,559
987,2142,2447,1621,638,2093,1406,3005,3014,3349,5019
988,1482,1451,989,954,1232,857,1324,2401,1509,1397
989,5790,5063,4198,3269,4843,3430,3433,4844,5911,3533
990,46,14,37,55,93,82,180,570,909,122
991,23,22,32,11,49,65,76,600,1939,103
993,12,13,21,4,21,32,49,115,355,32
994,1805,2489,1670,1607,1887,1091,1705,2622,2274,1347
995,7,5,9,2,18,15,20,148,208,21
996,2008,1517,1509,1318,1817,1642,1690,3227,2221,1906
997,561,548,554,514,566,296,475,549,478,411
998,6830,5665,5769,5614,8208,4185,6763,6211,9667,6683
999,2412,4230,3609,388,3537,1947,7420,8017,12592,9361
1000,45,19,45,181,11,131,73,53,53,8
1001,81,144,431,40,278,721,762,1649,5537,166
1002,5,7,4,1,2,3,5,1,0,6
1003,6307,3486,4747,2834,7725,1299,2500,788,598,496
1004,462,99,471,294,326,543,457,190,119,92
1005,1,0,2,0,1,0,1,1,0,0
1006,12,23,9,2,8,9,22,4,7,1
1007,0,0,0,0,1,0,0,0,0,0
1008,2,2,25,0,8,4,4,0,16,1
1009,3841,2529,2219,1184,3614,6256,3011,1873,3106,2766
1010,0,1,0,2,1,0,3,1,0,1
1012,639,896,609,913,576,154,332,250,125,174
1013,6,8,8,0,30,11,37,7,40,28
1014,4,8,4,0,10,0,23,0,1,1
1015,1,12,4,3,2,73,24,534,30,18
1016,0,0,1,0,1,0,0,3,0,0
1017,537,500,564,643,756,469,661,844,1230,465
1018,0,0,0,0,0,0,0,0,0,0
1019,1254,1120,883,1241,1065,1222,1150,1960,3531,1317
1020,169,111,126,98,170,130,178,103,501,145
1021,1584,1267,1147,504,1149,978,642,969,2499,417
1022,1,5,4,4,3,1,37,3,3,4
1024,408,316,255,193,386,343,316,488,338,315
1025,1476,1374,1396,1400,1539,849,1418,905,1302,1039
1026,3166,765,3206,23226,9304,691,1238,1508,2087,854
1027,1930,2562,1655,1335,1873,1063,1383,998,1163,2066
1028,10,7,5,9,3,2,2,2,5,5
1029,62,40,57,38,67,44,157,25,1186,67
1030,1717,1341,1032,409,1042,594,497,138,577,193
1031,226,163,118,279,238,141,143,410,467,230
1032,136,197,135,323,265,69,107,115,120,56
1033,16,7,16,15,29,25,31,204,381,37
1036,369,367,318,403,287,114,73,21,17,159
1038,32,15,23,22,20,41,11,10,27,68
1039,608,558,618,756,560,639,629,448,1593,730
1040,1112,1821,1080,81,698,396,872,1266,1945,1196
1041,3,0,0,0,72,0,2,1,0,0
1043,1714,1712,1806,872,2661,557,719,178,352,572
1044,0,4,5,0,0,3,0,8,2,3
1045,0,2,3,1,0,0,12,1,0,0
1046,0,0,0,0,0,0,0,0,0,0
1047,26,73,34,3,13,7,37,473,23,171
1048,54,4635,339,7,947,21,6592,23351,39,29716
1050,1904,1801,1407,1205,943,498,893,1334,1102,1351
1051,3167,1656,2272,10100,3596,607,619,309,1030,661
1052,6509,2533,4700,14899,8163,1024,1366,787,820,2695
1053,9,2,5,8,22,6,7,0,6,7
1054,1418,1032,967,897,1185,624,1017,1702,1999,880
1056,9,20,23,3,17,12,36,44,24,8
1057,0,1,0,2,1,0,0,0,1,0
1058,14,7,17,13,18,20,27,211,357,20
1059,1556,1758,1407,1604,1541,941,1233,2179,1478,1015
1060,810,599,511,242,476,559,708,352,514,665
1062,54,20,35,17,50,129,88,714,1064,121
1063,120,84,117,29,118,285,260,2920,3067,316
1066,523,338,205,10,287,49,25,19,27,71
1068,0,0,0,0,0,0,0,0,0,0
1069,537,1731,1113,333,911,539,666,930,1383,1138
1070,321,363,247,120,367,244,293,243,348,486
1071,77,42,36,24,113,101,88,30,29,16
1072,7755,5392,6165,8585,10433,5480,6877,13152,15220,6476
1073,1588,1735,1055,1194,1501,662,789,482,718,510
1075,9499,4577,7224,5454,9697,4511,5294,4550,15858,6705
1080,1307,576,890,7,760,904,89,1,83,112
1081,0,0,1,0,1,0,0,1,0,0
1082,0,0,0,0,1,0,2,2,0,0
1084,30,24,24,48,153,32,14,1,23,9
1087,1,0,1,0,1,0,20,0,0,39
1088,11,3,16,1,22,1,15,30,1,28
1089,2,11,0,3,25,1,0,0,1,0
1101,100,165,126,32,106,111,318,217,95,217
1102,1163,634,647,394,807,792,845,275,879,793
1103,0,0,0,0,0,0,0,0,0,0
1104,302,397,348,336,381,580,839,932,2453,1087
1105,1671,1465,1316,1856,1761,1225,1660,2187,2251,1557
1106,4606,3682,3705,3873,4516,3206,4835,5015,3498,5554
1107,4851,4221,4147,2578,4751,4915,6082,4061,3785,3761
1108,4641,4389,4044,4132,3970,4236,5150,7408,7519,6107
1109,12,6,8,1,6,1,5,253,20,9
1111,85,79,70,95,88,134,155,354,883,159
1112,3974,3411,2387,5733,3426,1793,2131,2881,1553,2397
1113,0,0,0,0,0,0,0,0,0,0
1114,0,6,28,4,5,5,3,105,2,70
1116,1008,264,1032,2439,1659,2111,1990,229,510,1398
1117,324,363,329,64,1954,216,428,70,336,263
1118,1001,44,194,24254,414,261,1733,233,164,627
1119,1761,1615,1456,637,1406,946,1845,1451,1343,1914
1120,4,5,6,2,2,1,11,10,3,1
1121,1129,958,673,453,749,563,624,1266,819,827
1122,743,666,450,147,403,335,490,813,1042,1194
1123,792,402,590,411,765,734,654,518,276,184
1124,423,256,281,291,295,238,370,763,308,340
1128,76,129,70,5,103,1,7,2,1,4
1129,65,18,21,11,12,2,0,1,5,45
1130,3688,2255,1632,1108,2178,1273,1551,1401,859,1438
1131,122,50,15,9,25,19,49,373,58,40
1132,2,19,8,3,19,1,4,2,2,0
1133,4,9,6,6,6,11,4,8,4,14
1134,19,5,18,856,5,9,109,12,14,62
1135,22,36,3,1,18,0,0,0,0,6
1136,13,8,25,22,9,1,3,7,6,23
1137,8,9,8,0,6,0,3,0,0,78
1138,10,9,12,6,20,8,25,162,135,10
1139,0,0,2,0,0,0,5,0,0,2
1140,129,122,96,90,155,126,344,351,266,284
1141,7,4,2,3,3,2,2,5,0,3
1142,0,0,0,0,0,0,0,0,0,0
1143,0,0,0,0,1,4,6,9,20,3
1144,0,0,0,0,0,0,4,2,2,0
1145,26,15,42,61,41,45,21,15,13,27
1146,0,0,0,1,0,2,7,2,4,3
1147,1132,838,754,643,1036,763,824,1916,1285,732
1149,0,0,1,108,0,0,0,2,0,0
1152,1777,2755,1851,2147,2614,254,830,873,169,324
1153,7295,8164,7447,5339,6923,5540,6654,4004,2951,7188
1154,1294,749,964,367,1712,901,376,499,869,1077
1155,811,944,679,788,944,438,634,2119,1214,623
1158,3,2,2,3,0,2,9,5,48,2
1159,1,1,2,1,1,6,6,180,4,29
1160,40,33,26,19,21,29,68,60,23,60
1161,225,176,125,87,204,157,203,297,402,266
1163,183,220,167,131,231,156,246,947,956,237
1164,174,126,235,65,276,221,159,427,1323,218
1173,4898,4104,3910,5996,5357,3829,4169,4935,12677,3286
1174,382,406,360,298,465,290,526,701,1571,528
1175,891,570,595,1159,945,563,650,1060,2474,740
1176,1199,888,813,1277,1357,1020,961,1056,2355,1118
1178,23,22,1,5,76,118,1,5,7,17
1179,0,2,3,0,0,0,0,1,0,0
1180,2,2,3,6,9,0,4,4,10,0
1181,120,103,97,94,140,92,147,299,316,165
1182,2524,2068,1708,938,2195,1509,1749,1663,3076,1515
1183,798,419,409,212,568,148,273,894,470,1342
1184,780,654,516,310,840,592,432,913,477,786
1185,1123,973,758,780,911,520,917,631,513,1023
1186,2508,1306,1448,2403,2020,1445,2354,1543,2194,1922
1187,3,25,14,2,4,5,21,9,3,66
1188,20,18,13,2,20,12,16,10,4,31
1191,7677,5665,6495,18002,7761,16888,11134,4993,1613,12424
1192,1,0,0,0,0,2,1,0,5,0
1193,1458,1542,1218,1066,1515,784,802,974,1181,1404
1195,3852,6410,5284,3385,3995,3698,4975,4682,2611,4349
1196,0,94,0,0,0,0,0,0,0,0
1197,4,3,4,5,0,5,5,14,6,9
1198,1016,1002,851,874,1167,698,982,884,856,1066
1200,6859,3185,4586,8519,6973,4858,5372,6731,6021,8138
1201,1104,927,811,682,1055,445,1058,889,595,1369
1203,953,780,725,702,880,621,680,470,415,582
1207,1004,940,760,751,1068,889,1272,2134,1868,1353
1208,0,0,0,0,0,0,0,8,5,0
1209,2097,1796,1466,2160,2145,1162,2344,3267,2369,1880
1211,2089,2004,1731,2041,2254,1244,1804,2093,1989,1380
1212,962,955,778,1217,1127,518,674,687,1754,552
1213,11825,8579,8087,5788,10559,9991,10850,24754,17118,14606
1215,42,5,6,85,10,6,20,3,10,37
1230,1252,375,1103,1255,1184,606,665,199,643,765
1232,16,8,6,0,56,28,16,3,11,10
1233,52,34,110,86,208,141,120,69,55,94
1234,607,307,418,415,713,679,447,172,479,380
1235,156,76,98,41,146,322,253,44,263,112
1236,80,84,116,178,210,253,267,66,109,67
1237,10,5,15,7,4,23,28,37,56,18
1238,49,57,49,197,47,46,77,12,610,230
1240,1452,1368,804,2467,867,963,717,182,707,1059
1241,379,337,318,339,435,359,560,596,472,342
1244,51,46,37,59,56,40,149,7398,51,29
1258,4,7,8,2,4,6,5,5,11,45
1259,6,6,9,3,6,1,17,40,77,22
1260,0,0,0,0,0,0,0,0,0,0
1261,1,34,17,164,3,10,5,37,5,27
1262,6,209,127,3,9,26,10,5,30,37
1263,738,268,952,2481,774,245,508,324,430,428
1264,476,197,456,2631,284,476,745,239,210,248
1265,4495,3585,2727,3304,4671,3135,3117,3682,3749,3129
1266,6329,4456,3928,5083,7325,4387,4293,1443,6791,3320
1267,622,471,457,549,580,579,859,1325,1017,697
1268,832,554,232,703,788,388,341,14,50,30
1269,12,3,7,4,26,94,94,5,9,3
1270,3,0,0,2,1,0,0,1,2,1
1271,130,74,45,323,101,6,35,0,5,53
1272,739,393,291,90,544,202,138,31,10,109
1277,5934,1819,2860,19381,6160,167086,28172,19223,72595,5195
1278,15154,5027,7552,28869,18335,134508,27756,23695,40167,10675
1280,1,1,1,0,2,1,2,25,2,0
1281,8121,2467,4909,21726,8418,262586,37583,24111,66892,12530
1282,9941,2733,5282,9582,12784,14484,10330,10300,12232,3023
1284,9568,4529,6507,10158,12416,10572,9189,7614,8609,2771
1285,3498,3368,3172,92,1667,1135,618,801,289,1156
1286,2491,2460,1906,234,1868,975,680,2009,244,2169
1287,1015,1429,739,291,698,686,953,377,238,374
1288,110,133,104,85,54,52,275,10,10,55
1289,2282,1398,1668,3659,2438,13459,4817,3437,6833,1798
1290,1587,854,1163,3098,1991,15269,4271,4737,6836,1311
1291,6989,5914,4977,16962,7108,11414,7092,3262,9212,3325
1292,9787,6344,6366,34622,12324,15076,9802,3935,7699,3601
1293,7458,4396,6281,13355,13398,51669,21052,11131,13923,8091
1294,142,133,274,283,145,542,800,430,516,142
1295,1509,1844,1502,699,1772,2325,1287,1510,945,944
1296,1117,419,443,361,598,329,458,624,461,359
1297,1,1,4,2,0,10,12,3,1,34
1298,254,135,249,193,206,130,604,303,259,442
1299,10,33,24,89,33,82,71,21,26,34
1300,35,17,63,11,19,452,1465,2308,1050,619
1301,9,12,13,2,14,354,802,2430,879,16
1302,0,0,0,0,0,0,0,0,0,0
1303,2842,3854,2535,2711,3126,3675,2525,4787,821,497
1305,590,695,352,104,352,97,305,63,60,231
1306,1192,221,447,1405,1397,3352,3262,1570,3496,638
1307,1152,750,1084,2108,1115,5267,1896,778,1427,1277
1308,20,34,134,40,88,42,429,144,1954,40
1310,5,9,6,0,5,40,44,8,3,38
1311,67,5,100,340,23,324,560,607,83,172
1312,2279,1989,1797,1772,2395,833,1698,1330,1778,1945
1314,5415,4167,4208,4937,5865,4732,4932,9913,6237,6572
1315,3944,3200,2898,2189,4303,3343,4122,6466,5683,5938
1316,18328,5929,9576,16700,15406,2142,3381,2235,6648,4278
1317,3075,1073,1744,1317,2143,1335,1538,945,2405,2204
1318,2094,694,1033,2327,2311,467,427,247,970,660
1325,3,9,5,0,3,5,12,2,4,2
1326,1956,808,1575,3023,3080,781,794,650,1062,1122
1327,2554,2400,1950,2775,3174,1691,2381,1855,3119,2000
1329,1067,1083,956,1299,1467,602,1108,1833,1613,985
1337,1385,1535,1194,1228,2044,688,1341,2493,2213,744
1339,0,1,0,2,2,0,0,0,0,0
1340,895,1015,805,1139,1557,791,1260,2267,2201,1063
1345,1111,1171,950,921,1704,822,1230,3120,2053,1162
1346,231,272,174,262,234,74,129,62,58,76
1347,1017,942,835,849,1436,647,787,1289,1807,769
1349,831,748,669,581,1296,690,882,1539,1658,765
1350,2338,2442,1874,2026,3303,1876,2632,2810,3646,2591
1351,1229,1125,1059,1271,1624,542,832,1834,1689,998
1352,321,266,209,148,274,204,244,270,265,301
1353,1056,1008,687,634,978,580,849,1691,942,1217
1355,1029,1051,743,553,1011,863,1046,2104,1308,839
1356,65,873,995,942,142,2374,5899,673,5888,4321
1357,1,0,3,0,2,1,4,1,0,1
1358,1,0,2,0,1,0,0,0,0,0
1359,2745,2089,2344,2075,4172,1304,1287,524,1166,2668
1360,1,22,1,14,1,12,5,0,4,4
1361,1605,1279,438,10,1844,2,126,194,3,17
1362,4667,3134,2644,2631,4546,4378,4885,19241,56346,5503
1363,3151,1571,1167,3843,2125,1558,1820,1163,2065,775
1364,1598,2904,2144,111,1633,950,3144,5411,4028,6780
1365,134,466,478,21,152,64,679,1032,546,1688
1366,1142,1190,1523,109,1514,577,1140,1882,1731,1713
1368,6942,6587,5441,9806,7969,2008,2999,4789,4819,22289
1369,1,0,0,0,0,0,0,1,0,0
1370,1,0,0,1,0,5,1,1,0,0
1371,637,558,556,309,650,476,717,713,1109,510
1373,78,93,61,88,138,133,89,379,119,66
1374,1596,2127,2229,2107,2053,1192,1673,2609,1710,1375
1375,7,10,7,11,17,6,28,28,10,2
1376,781,490,518,340,695,307,476,364,531,921
1378,596,170,274,483,824,785,291,120,399,513
1379,4,3,4,1,5,8,7,1,5,2
1380,3,9,2,6,60,1188,435,115,18,322
1381,0,0,1,0,0,0,105,6,1,0
1382,44,30,25,127,75,263,133,478,1005,745
1384,521,563,429,823,583,464,817,568,1081,542
1385,2417,2098,1751,1029,1667,1356,1782,2936,1812,2014
1386,1653,1615,1266,998,1480,1031,1414,2448,1623,1918
1387,3789,2845,2360,2595,3607,1802,2706,1470,2384,2890
1388,0,0,0,0,0,0,0,2,0,1
1389,2745,2793,2015,3072,2906,1505,1970,1149,1730,2968
1390,430,350,675,1433,2087,334,441,387,461,609
1392,0,0,0,0,0,0,1,0,0,0
1393,22,11,14,7,20,15,32,2,4,14
1394,0,0,0,0,0,0,0,0,0,0
1395,11,9,10,7,11,17,6,2,18,5
1396,1762,2539,4765,3447,4147,404,1053,305,4893,562
1397,2387,3056,3681,3976,3588,749,2348,709,3947,1148
1398,190,259,116,127,187,66,96,78,85,105
1399,2263,2401,1869,1397,2582,1599,2021,1752,1740,2094
1400,410,389,408,201,426,282,307,97,187,326
1401,1,1,0,2,4,0,3,2,2,3
1404,4,8,5,27,16,0,26,80,0,2
1406,0,0,0,1,0,0,0,0,0,0
1407,685,649,822,815,1094,668,483,596,446,333
1408,1914,2379,1135,1856,2264,801,1135,967,663,2213
1409,0,0,0,1,0,0,0,0,0,0
1410,588,828,293,1273,579,184,262,98,91,277
1411,8,1,5,2,8,2,1,1,0,1
1412,0,0,0,0,0,0,6,0,1,0
1413,2,0,0,1,0,6,2,1,0,2
1414,12,7,13,28,19,7,13,8,20,25
1415,8,10,9,4,5,2,30,11,4,6
1416,183,160,126,79,161,145,183,190,139,196
1417,11,15,12,3,8,5,27,17,10,46
1418,0,0,0,0,0,0,0,0,0,0
1419,0,0,0,0,0,0,0,0,0,0
1420,0,0,0,0,0,0,0,0,0,0
1421,0,1,0,0,1,0,0,1,0,0
1427,82,84,55,20,62,59,88,92,68,48
1428,164,93,216,15,277,28,498,151,32,1457
1429,892,989,775,367,1132,384,1203,1145,2898,1398
1431,3067,2578,2311,2379,3205,2409,3835,5522,4727,2710
1432,2187,1986,1628,1490,2283,1285,2114,3487,2632,1960
1434,1698,1655,1226,934,1618,1392,1523,3854,2461,1757
1435,2356,1224,2548,4149,1504,949,1462,467,3047,4070
1436,2310,1383,1912,3269,3432,2611,2170,588,5901,3694
1437,21,37,26,16,12,3,3,59,133,57
1438,80,4,14,7,15,63,3,10,9,2
1439,1747,1077,1451,956,1970,1840,1074,296,805,696
1440,99,6,228,7697,749,21,6,0,22,30
1441,4031,2130,2185,2191,5866,1653,697,1918,1192,784
1442,0,0,0,0,0,0,0,0,1,0
1443,0,0,0,0,0,0,0,0,1,0
1444,0,0,0,0,0,0,0,0,0,0
1445,1503,1082,1135,1035,1366,1192,1530,878,2180,862
1446,0,0,0,0,0,0,0,0,0,0
1447,0,0,0,0,0,0,0,0,0,0
1448,0,0,0,0,0,0,0,0,0,0
1452,3858,3033,3170,3399,4669,2528,3949,3395,5584,3771
1453,3266,3380,3209,4347,4586,2461,3624,6725,3316,3767
